texts,sentiment
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ),positive
Operating profit was EUR 1.6 mn in 2005 compared to EUR 5.9 mn in 2004,negative
"The EU Commission said earlier it had fined ThyssenKrupp , United Technologies Corp 's Otis , Schindler AG and Kone Oyj a total of 992.3 mln eur for alleged cartel activity in the lift market going back twelve years",negative
Earnings per share ( EPS ) amounted to a loss of EUR0 .38,negative
"In the fourth quarter of 2008 , net sales increased by 2 % to EUR 1,050.7 mn from EUR 1,027.0 mn in the fourth quarter of 2007",positive
Exel is headquartered in Mantyharju in Finland,neutral
Actions to improve operational efficiency and adjust operations are expected to deliver annualised permanent cost savings of around EUR 4.5 million and will be effected mostly during the first half of 2010,positive
"` For Nordea , moving into the new headquarters signifies the beginning of a new era",positive
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A",neutral
"S Group 's loyal customer magazine Yhteishyv+ñ came second with 1,629,000 readers and Sanoma Corporation 's daily newspaper Helsingin Sanomat was third with 1,097,000 readers",neutral
"In January-November 2009 , the group 's sales totalled EUR 7,801.7 mn , which was a drop of 12.6 % from the same period of 2008",negative
"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today",neutral
"Cuts equivalent to the costs of about 35-45 employees are the target , the company said",negative
"Markets had been expecting a poor performance , and the company 's stock was up 6 percent at  x20ac 23.89 US$ 33.84 in early afternoon trading in Helsinki",positive
The interchange of Editors-in-Chief is a part of publisher 's goal to enhance job circulation in all personnel groups,neutral
"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005",negative
"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said",negative
"UPM-Kymmene Corp. , the world 's largest maker of magazine paper , on Tuesday reported a 19-percent profit drop as lower paper prices , higher costs and a strong euro hurt revenue",negative
"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla",neutral
As a consequence the Works Council had withdrawn its petition to suspend the reorganisation,neutral
The current reference grade instruments are challenging to operate due to their high price and complexity for routine use,negative
"The five-storey , eco-efficient building will have a gross floor area of about 15,000 sq m. It will also include apartments",neutral
The company said it observed a current stabilisation in prices and there is potential for higher prices for deliveries in the first quarter of 2011,positive
"ADPnews - Jul 17 , 2009 - Finland-based steel maker Rautaruukki Oyj Ruukki HEL : RTRKS said today it slipped to a net loss of EUR 184 million USD 259.7 m for the first half of 2009 from a net profit of EUR 2@",negative
That topped consensus forecasts for earnings of 0.21 euros a share,positive
The insurance division turned a EUR120m profit,neutral
"`` Indo-Russia trade can cross the targeted 10 billion dollars by 2010 and double to 20 billion dollars by 2015 , if trade irritants and procedural hassles are resolved , '' the chamber said in its survey on obstacles to trade with Russia",positive
"All the ferries had run into trouble just outside the Stockholm archipelago , made up of more than 20,000 islands",negative
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06,negative
"The workforce will be reduced also in the Amsterdam office , in the Netherlands",negative
"He announced a `` solutions unit '' to speed co-operation in August , and shifted Simonson from finance chief to low-end phones in October",neutral
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006",positive
"In the Asia-Pacific region , Visa Wave is available in Malaysia , Taiwan and South Korea and will be expanded to Japan and Southeast Asia this year , Jung added",positive
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5,negative
"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan",negative
"ALEXANDRIA , Va. , Oct. 15 -- Aaron Moss of Hampshire , Great Britain , has developed an ornamental design for a handset , the U.S. Patent & Trademark Office announced",neutral
"`` While concerns remain longer term , size and scale may enable Nokia to hold on to its newfound margin improvements in the near term , '' the analyst wrote",positive
Raute said it has won an order worth around 15 mln eur to supply several plywood production lines to mills operated by Russian wood products company Sveza Group,positive
"The company 's scheduled traffic , measured in revenue passenger kilometres RPK , grew by just over 2 % and nearly 3 % more passengers were carried on scheduled flights than in February 2009",positive
"Typically , the transmission power level can be decreased when the interference noise is above a predefined value",neutral
25 March 2011 - Finnish electronics contract manufacturer Scanfil Oyj HEL : SCF1V said today its plan to merge wholly owned Scanfil EMS Group with Ojala-Yhtyma Oy has hit a snag as shareholders of the domestic rival rejected the deal,negative
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier,negative
"`` The considerably weaker U.S. dollar and British pound had an impact on sales and average prices in euros , '' UPM said",negative
`` Those uncertainties cloud the long-term outlook . ''@,negative
UPM-Kymmene is working closely with its shipping agents to reduce fuel consumption and greenhouse gas emissions,positive
"4 February 2011 - Finnish broadband data communication systems provider Teleste Oyj HEL : TLT1V said Wednesday its net profit rocketed to EUR4 .8 m in 2010 from EUR416 ,000 in 2009 and it lifted its dividend proposal",positive
Paper companies were in,negative
"Both operating profit and turnover for the six-month period increased , respectively from EUR0 .1 m and EUR29 .0 m , as compared to the corresponding period a year ago",positive
"The prosecutor is also demanding Outokumpu pay a fine of EUR 800,000 at most",negative
`` Leipurin is a growing and rapidly internationalizing Group,positive
`` We know there are some of our own people out there . ''@,neutral
"Due to the rapid decrease in net sales , personnel reductions have been carried out on a wider scale than initially expected",negative
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007,positive
"The biggest sellers in the chain 's supermarkets in Finland are organic Pirkka tomatoes , carrots , eggs , and meat products",neutral
Kone shares dropped 4.1 percent to  x20ac 43 US$ 55.77 in Helsinki,negative
"HELSINKI ( Thomson Financial ) - Kone said it has won four orders in Saudi Arabia , United Arab Emirates and Qatar worth 40 mln eur",positive
"Please inform IR Johanna Koskinen of your participation no later than 20 April at 10 a.m. A telephone conference for financial analysts and investors , conducted in English , will begin at 3:00 p.m. Finnish time ( EET )",neutral
